全治,"Complete Recovery, Healed, Fully Recovered, Fully Recover, Healed Completely, Heal Completely, Completely Cured, Fully Cured, Fully Healed","ぜんち, ぜんじ",Noun and する verb
関心,"Concern, Interest",かんしん,Noun
関係,"Connection, Relation",かんけい,"Noun, する verb, and の adjective"
保守的,Conservative,ほしゅてき,な adjective
取材,"Covering An Event, Collecting Data, Data Collection, Interview",しゅざい,Noun and する verb
下品,"Crude, Vulgarity",げひん,Noun and な adjective
危ない,"Dangerous, Risky",あぶない,い adjective
曜日,"Day Of The Week, Weekday",ようび,Noun
〜弁,Dialect,べん,Suffix
辞書,Dictionary,じしょ,Noun
辞典,"Dictionary, Lexicon",じてん,Noun
事典,Encyclopedia,じてん,Noun
証,"Evidence, Proof",あかし,Noun
遠足,"Excursion, Outing, Trip",えんそく,Noun and する verb
生存,"Existence, Life, Survival",せいぞん,Noun
急行,Express,きゅうこう,"Noun, する verb, and の adjective"
外面,"Exterior, Surface, Outside","がいめん, そとづら",Noun
顔面,"Face Of A Person, Persons Face, Face",がんめん,Noun and の adjective
不合格,"Fail A Test, Failure, Fail An Exam",ふごうかく,Noun
遠い,"Far, Far Away",とおい,い adjective
世辞,"Flattery, Compliment",せじ,Noun
折り目,"Fold, Crease",おりめ,Noun
前面,"Front, Front Side",ぜんめん,Noun
基本的,"Fundamentals, Basics, Fundamental, Standard, Basic",きほんてき,な adjective
ゴミ箱,"Garbage Can, Garbage Bin, Trash Can, Trash Bin, Waste Can, Waste Bin, Rubbish Bin","ごみばこ, ゴミばこ",Noun
園,"Garden, Park","えん, その",Noun and Suffix
門,Gate,もん,Noun
幸運,"Good Luck, Fortune",こううん,Noun and な adjective
政府,Government,せいふ,Noun
卒業式,"Graduation Ceremony, Graduation",そつぎょうしき,Noun
食料品,Groceries,しょくりょうひん,Noun
地面,"Ground, Earth&#39;s Surface",じめん,Noun and の adjective
保証,Guarantee,ほしょう,Noun and する verb
阪神,Hanshin,はんしん,Proper noun
幸福,Happiness,こうふく,Noun and な adjective
幸せ,Happiness,しあわせ,Noun and な adjective
記念日,"Holiday, Anniversary, Memorial Day",きねんび,Noun
仏像,"Image Of Buddha, Statue Of Buddha",ぶつぞう,Noun
不完全,"Incomplete, Imperfect",ふかんぜん,Noun and な adjective
不治,"Incurability, Incurable","ふじ, ふち",Noun and の adjective
保険,Insurance,ほけん,Noun and の adjective
面白い,"Interesting, Amusing, Funny",おもしろい,い adjective
冗談,Joke,じょうだん,Noun and の adjective
関西,Kansai,かんさい,Proper noun
図書館,Library,としょかん,Noun
特急,"Limited Express Train, Limited Express",とっきゅう,Noun
荷物,"Luggage, Baggage, Load",にもつ,Noun
仮面,Mask,かめん,Noun
明治,"Meiji Era, Meiji Emperor, Meiji",めいじ,Noun
商品,"Merchandise, Product",しょうひん,Noun
美術館,"Museum, Art Museum, Art Gallery",びじゅつかん,Noun
折り紙,"Origami, Art Of Paper Folding",おりがみ,Noun
大阪,"Osaka, Oosaka",おおさか,Proper noun
写真,"Photo, Photograph, Picture",しゃしん,Noun
真っ黒,"Pitch Black, Pure Black",まっくろ,Noun and な adjective
政治,"Politics, Government",せいじ,Noun
保存,"Preserve, Preservation, Conservation, Saving",ほぞん,Noun and する verb
証明,"Proof, Verification",しょうめい,"Noun, する verb, and の adjective"
治安,"Public Order, Public Safety, Public Peace",ちあん,Noun
公園,"Public Park, Park",こうえん,Noun
危険,"Risky, Unsafe, Dangerous, Danger, Peril, Hazard",きけん,Noun and な adjective
場面,"Scene, Setting, Locale",ばめん,Noun and の adjective
画面,"Screen, Monitor",がめん,Noun
笑顔,"Smile, Smiling Face",えがお,Noun and する verb
専門,"Specialty, Speciality, Area Of Study, Major",せんもん,Noun and の adjective
留学,"Study Abroad, Studying Abroad",りゅうがく,Noun and する verb
急死,Sudden Death,きゅうし,Noun and する verb
急に,"Suddenly, Immediately, Abruptly",きゅうに,Adverb
日光浴,Sunbathe,にっこうよく,Noun and する verb
荷札,"Tag, Package Label, Label",にふだ,Noun
証言,Testimony,しょうげん,Noun and する verb
教科書,Textbook,きょうかしょ,Noun
浴びる,To Bathe,あびる,Transitive verb and Ichidan verb
関する,"To Be Connected To, To Be Related",かんする,する verb
係わる,"To Be Involved With, To Be Connected With, To Be Affected, To Have To Do With",かかわる,Intransitive verb and Godan verb
折れる,"To Break, To Snap, To Fracture",おれる,Intransitive verb and Ichidan verb
取れる,"To Come Off, To Be Removed, To Fall Off",とれる,Intransitive verb and Ichidan verb
妥協する,To Compromise,だきょうする,する verb
治す,"To Cure, To Heal",なおす,Transitive verb and Godan verb
卒業する,To Graduate,そつぎょうする,する verb
急ぐ,To Hurry,いそぐ,"Intransitive verb, Transitive verb, and Godan verb"
存じる,"To Know, To Be Aware Of",ぞんじる,Ichidan verb
東京弁,Tokyo Dialect,とうきょうべん,Noun
笑う,To Laugh,わらう,Intransitive verb and Godan verb
残す,"To Leave Behind, To Leave Over",のこす,Transitive verb and Godan verb
固める,"To Make Hard, To Harden",かためる,Transitive verb and Ichidan verb
約束する,To Promise,やくそくする,する verb and Transitive verb
守る,"To Protect, To Defend",まもる,Transitive verb and Godan verb
辞める,"To Quit, To Resign",やめる,Transitive verb and Ichidan verb
希望する,"To Request, To Wish, To Hope, To Want, To Expect",きぼうする,する verb
取る,"To Take, To Take Something",とる,Transitive verb and Godan verb
書く,To Write,かく,Transitive verb and Godan verb
真実,"Truth, Reality",しんじつ,"Adverb, Noun, な adjective, and の adjective"
不幸,"Unhappiness, Misfortune",ふこう,Noun and な adjective
残品,"Unsold Merchandise, Remaining Stock, Unsold Stock, Remaining Merchandise, Unsold Product, Remaining Product",ざんぴん,Noun
急,"Urgent, Sudden, Abrupt",きゅう,な adjective
待合室,Waiting Room,まちあいしつ,Noun
証人,Witness,しょうにん,Noun
動物園,"Zoo, Zoological Gardens, Menagerie",どうぶつえん,Noun
欠席,"Absence, Nonattendance",けっせき,Noun and する verb
是非,"Absolutely, By All Means",ぜひ,Adverb and Noun
無茶,"Absurd, Rash, Excessive",むちゃ,Noun and な adjective
結局,"After All, Eventually, In The End",けっきょく,"Adverb, Noun, and の adjective"
愛知県,Aichi Prefecture,あいちけん,Proper noun
常に,"Always, Usually, Ordinarily",つねに,Adverb
無名,Anonymous,むめい,Noun and の adjective
建築家,Architect,けんちくか,Noun
兵器,"Arms, Weapons",へいき,Noun
相変わらず,"As Usual, As Ever, The Same, As Before",あいかわらず,Adverb and Noun
原子,Atom,げんし,Noun
出席,Attendance,しゅっせき,Noun and する verb
意識,"Awareness, Consciousness",いしき,Noun and する verb
不味い,"Bad Tasting, Unappetizing, Unskillful",まずい,い adjective
紀元前,"Before Christ, Bc, Bce, Before Common Era",きげんぜん,Noun
両側,Both Sides,りょうがわ,Noun and の adjective
底,Bottom,そこ,Noun
心底,"Bottom Of One&#39;s Heart, Bottom Of My Heart",しんそこ,Adverb and Noun
朝ご飯,Breakfast,あさごはん,Noun
イギリス人,"British Person, English Person, Englishman","いぎりすじん, イギリスじん",Noun
建物,Building,たてもの,Noun
食堂,"Cafeteria, Dining Hall",しょくどう,Noun
原因,"Cause, Origin, Source",げんいん,Noun and する verb
喜劇,Comedy,きげき,Noun and の adjective
常識,"Common Sense, Common Knowledge",じょうしき,Noun
完結,"Conclusion, Completion, Ending, Consummation",かんけつ,Noun and する verb
自覚,"Consciousness, Awareness, Realization",じかく,Noun and する verb
泣き虫,Crybaby,なきむし,Noun
泣き声,"Crying, Sob",なきごえ,Noun
一昨日,"Day Before Last, Day Before Yesterday","おととい, いっさくじつ, おとつい",Noun
詳しい,"Detailed, Expert",くわしい,い adjective
詳細,Details,しょうさい,Noun and な adjective
晩ご飯,"Dinner, Supper",ばんごはん,Noun
外交官,Diplomat,がいこうかん,Noun
劇,"Drama, Play, Show",げき,Noun
劇的,Dramatic,げきてき,Noun and な adjective
干天,"Dry Weather, Drought",かんてん,Noun
東側,East Side,ひがしがわ,Noun
非常,Emergency,ひじょう,"Noun, な adjective, and の adjective"
虚しい,"Empty, Vacant, Futile, Vain",むなしい,い adjective
日常,"Everyday Life, Normal Life, Daily Life, Ordinary, Regular, Everyday, Usual",にちじょう,Noun and の adjective
悪因悪果,"Evil Breeds Evil, Evil Begets Evil",あくいんあっか,Noun
説明,Explanation,せつめい,"Noun, する verb, and の adjective"
失敗,"Failure, Mistake",しっぱい,"Noun, する verb, and の adjective"
幻想,"Fantasy, Illusion",げんそう,Noun and の adjective
無料,"Free, Without Charge",むりょう,Noun and の adjective
果物,Fruit,くだもの,Noun
栄光,Glory,えいこう,Noun
官金,"Government Funds, Government Money",かんきん,Noun
幻覚,Hallucination,げんかく,Noun
失恋,"Heartbreak, Broken Heart",しつれん,Noun and する verb
光栄,"Honor, Privilege",こうえい,Noun and な adjective
鼻歌,Humming,はなうた,Noun
仮説,Hypothesis,かせつ,Noun and の adjective
無知,Ignorance,むち,Noun and な adjective
幻,"Illusion, Phantom, Apparition",まぼろし,Noun
図説,"Illustration, Explanatory Diagram",ずせつ,Noun
無理,"Impossible, Unreasonable, Overdoing",むり,"Noun, する verb, and な adjective"
察知,"Inference, Infer, Sense",さっち,Noun and する verb
内側,Inside,うちがわ,Noun and の adjective
干渉,"Interference, Intervention",かんしょう,Noun and する verb
内因,"Internal Cause, Actual Reason, Intrinsic, Endogenous",ないいん,Noun
知識,"Knowledge, Information",ちしき,Noun
左側,"Left Side, Left-hand Side",ひだりがわ,Noun and の adjective
伝説,Legend,でんせつ,Noun
敗者,"Loser, The Defeated",はいしゃ,Noun
愛,Love,あい,Noun and Suffix
恋愛,"Love, Romance",れんあい,"Noun, する verb, and の adjective"
恋,Love,こい,Noun
愛情,"Love, Affection",あいじょう,Noun and の adjective
愛人,"Lover, Mistress",あいじん,Noun
昼ご飯,Lunch,ひるごはん,Noun
主因,"Main Cause, Primary Cause",しゅいん,Noun
薬用,"Medicinal, Medicinal Use",やくよう,Noun and の adjective
薬,"Medicine, Drug, Drugs",くすり,Noun
薬物,"Medicines, Drugs",やくぶつ,Noun
兵員,"Military Personnel, Military Strength",へいいん,Noun
水兵,"Navy Soldier, Naval Soldier, Seaman",すいへい,Noun
交渉,Negotiation,こうしょう,"Noun, する verb, and の adjective"
無休,"No Holidays, Always Open",むきゅう,Noun
鼻,Nose,はな,Noun
鼻血,"Nosebleed, Bloody Nose","はなぢ, はなじ",Noun
小説,Novel,しょうせつ,Noun and の adjective
願い事,"One&#39;s Wish, Prayer, Wish",ねがいごと,Noun
空席,"Open Seat, Empty Seat, Free Seat",くうせき,Noun and の adjective
歌劇,Opera,かげき,Noun and の adjective
原作,Original Work,げんさく,Noun and の adjective
外側,Outside,"そとがわ, がいそく",Noun and の adjective
愛国心,Patriotism,あいこくしん,Noun
警察,Police,けいさつ,Noun and の adjective
無力,"Powerless, Powerlessness, Helplessness",むりょく,"Noun, な adjective, and の adjective"
薬方,Prescription,やくほう,Noun
建前,"Public Behavior, Public Behaviour, Official Stance, Public Position, Public Face, Tatemae",たてまえ,Noun
結果,Result,けっか,Noun
右側,"Right Side, Right-hand Side",みぎがわ,Noun and の adjective
川底,"Riverbed, River Bottom",かわぞこ,Noun
無事,"Safe And Sound, Safe",ぶじ,Noun and な adjective
塩,Salt,しお,Noun
塩水,Salt Water,"しおみず, えんすい",Noun
塩味,"Salty Taste, Tastes Salty, Salty, Salty Flavor","しおあじ, しおみ",Noun and の adjective
席,Seat,せき,Noun
自愛,"Self Love, Selfishness",じあい,Noun and する verb
感覚,"Senses, The Senses",かんかく,Noun and する verb
性愛,Sexual Love,せいあい,Noun
側,"Side, Side Of Something, Part","がわ, そば",Noun and Suffix
署名,Signature,しょめい,Noun and する verb
無言,Silence,むごん,Noun
鼻くそ,"Snot, Boogers",はなくそ,Noun
兵士,Soldier,へいし,Noun
兵,"Soldier, Army, Troops",へい,Noun
薬学,"Study Of Pharmacy, Pharmacology, Pharmaceutics",やくがく,Noun and の adjective
劇場,"Theater, Theatre",げきじょう,Noun and の adjective
細い,"Thin, Slender",ほそい,い adjective
鼻先,"Tip Of The Nose, Tip Of Nose, Nose Tip",はなさき,Noun
変わる,"To Be Changed, To Be Transformed, To Be Altered, To Vary, To Be Turned",かわる,Intransitive verb and Godan verb
敗れる,"To Be Defeated, To Be Unsuccessful",やぶれる,Intransitive verb and Ichidan verb
勇む,"To Be Encouraged, To Be Lively, To Be In High Spirits, To Cheer Up, To Be Excited, To Be Inspired",いさむ,Godan verb
建つ,"To Be Erected, To Be Built",たつ,Intransitive verb and Godan verb
悲しむ,To Be Sad,かなしむ,Transitive verb and Godan verb
干す,To Dry,ほす,Transitive verb and Godan verb
果てる,"To End, To Be Finished, To Be Exhausted, To Die",はてる,Intransitive verb and Ichidan verb
栄える,"To Flourish, To Prosper",さかえる,Intransitive verb and Ichidan verb
察する,"To Guess, To Sense, To Presume",さっする,する verb and Transitive verb
愛する,To Love,あいする,する verb and Transitive verb
喜ぶ,"To Rejoice, To Become Happy",よろこぶ,Intransitive verb and Godan verb
悲劇,Tragedy,ひげき,Noun and の adjective
梅,"Ume, Japanese Plum",うめ,Noun
梅酒,"Ume Wine, Plum Wine, Plum Liquor, Umeshu",うめしゅ,Noun
不詳,Unknown,ふしょう,"Noun, な adjective, and の adjective"
米兵,"US Soldier, American Soldier",べいへい,Noun
虚栄心,Vanity,きょえいしん,Noun
勝敗,"Victory Or Defeat, Win Or Lose, Outcome",しょうはい,Noun
虚弱,"Weak, Feeble, Weakness, Feebleness",きょじゃく,"Noun, な adjective, and の adjective"
西側,West Side,にしがわ,Noun and の adjective
無し,"Without, With No",なし,Noun and Suffix
予告,"Advance Notice, Forward Notice, Prior Notice",よこく,Noun and する verb
広告,"Advertisement, Ad, Advert",こうこく,"Noun, する verb, and の adjective"
笑い,"A Laugh, Laugh",わらい,Noun
弓道,"Archery, Kyudo, Kyuudou",きゅうどう,Noun
取り決め,"Arrangement, Agreement",とりきめ,Noun
